student_id,name,skills
1530,Student1530,scada mobile ui
1531,Student1531,dimensionality reduction artifact registry
1532,Student1532,cloudfront data pipelines
1533,Student1533,application security javascript
1534,Student1534,oop websocket
1535,Student1535,unsupervised learning rust
1536,Student1536,tableau autoML
1537,Student1537,virtualbox system design
1538,Student1538,git php
1539,Student1539,clustering agile
1540,Student1540,encryption java
1541,Student1541,data lakehouse ruby
1542,Student1542,cloud macos
1543,Student1543,agile helm
1544,Student1544,gitlab cloud architecture
1545,Student1545,nosql cypress
1546,Student1546,sass artifact registry
1547,Student1547,pair programming big data
1548,Student1548,matlab dotnet
1549,Student1549,nodejs scala
1550,Student1550,llm problem solving
1551,Student1551,performance optimization predictive modeling
1552,Student1552,responsive design sonarqube
1553,Student1553,infrastructure as code penetration testing
1554,Student1554,software engineering probability
1555,Student1555,git cad modeling
1556,Student1556,c# supervised learning
1557,Student1557,r data visualization
1558,Student1558,vhdl machine learning
1559,Student1559,css chatbot
1560,Student1560,sass typescript
1561,Student1561,swift data
1562,Student1562,kotlin artifact registry
1563,Student1563,project management tensorflow
1564,Student1564,autoML shell scripting
1565,Student1565,elasticsearch app store
1566,Student1566,deep learning swift
1567,Student1567,regression data
1568,Student1568,huggingface solidworks
1569,Student1569,communication systems data mining
1570,Student1570,application security data preprocessing
1571,Student1571,data preprocessing cloud storage
1572,Student1572,nodejs bash
1573,Student1573,cron jobs cross-browser testing
1574,Student1574,azure robotics
1575,Student1575,business intelligence model evaluation
1576,Student1576,arduino intellij
1577,Student1577,system administration virtualization
1578,Student1578,wireshark ec2
1579,Student1579,nextjs helm
1580,Student1580,java express
1581,Student1581,kotlin elasticsearch
1582,Student1582,proxy servers asp.net
1583,Student1583,ruby predictive modeling
1584,Student1584,api html
1585,Student1585,verilog cloudfront
1586,Student1586,huggingface cybersecurity
1587,Student1587,fastapi oop
1588,Student1588,computer vision jenkins
1589,Student1589,unsupervised learning matplotlib
1590,Student1590,route53 seaborn
1591,Student1591,switching software architecture
1592,Student1592,kubernetes terraform
1593,Student1593,firewall scada
1594,Student1594,php numpy
1595,Student1595,data labeling webpack
1596,Student1596,gitops scrum
1597,Student1597,speech recognition monday
1598,Student1598,perl code review
1599,Student1599,ips kanban
1600,Student1600,vpn push notifications
1601,Student1601,cloud storage dimensionality reduction
1602,Student1602,firewall monday
1603,Student1603,data lakes design
1604,Student1604,graphql cloudfront
1605,Student1605,intellij web security
1606,Student1606,flutter excel
1607,Student1607,lua model optimization
1608,Student1608,langchain tls
1609,Student1609,grafana penetration testing
1610,Student1610,git encryption
1611,Student1611,visual studio sql
1612,Student1612,sonarqube nodejs
1613,Student1613,research serverless
1614,Student1614,penetration testing electronics
1615,Student1615,feature engineering airflow
1616,Student1616,vector databases flask
1617,Student1617,serverless data mining
1618,Student1618,haskell php
1619,Student1619,communication systems ux
1620,Student1620,data preprocessing gcp
1621,Student1621,switching android studio
1622,Student1622,network security css
1623,Student1623,ddos protection code review
1624,Student1624,switching app store
1625,Student1625,neural networks data lakehouse
1626,Student1626,network security system administration
1627,Student1627,go robotics
1628,Student1628,asp.net recommendation systems
1629,Student1629,virtualization cloud architecture
1630,Student1630,firebase tls
1631,Student1631,mlops google cloud
1632,Student1632,powershell test automation
1633,Student1633,cross-browser testing svelte
1634,Student1634,anomaly detection artifact registry
1635,Student1635,supervised learning postman
1636,Student1636,jira dhcp
1637,Student1637,ssl software architecture
1638,Student1638,recommendation systems model optimization
1639,Student1639,gitlab ci api
1640,Student1640,python gitlab
1641,Student1641,pytorch grafana
1642,Student1642,accessibility solidworks
1643,Student1643,splunk cron jobs
1644,Student1644,sql ruby
1645,Student1645,vhdl flask
1646,Student1646,leadership simulation
1647,Student1647,play store dhcp
1648,Student1648,php code review
1649,Student1649,dart business intelligence
1650,Student1650,penetration testing presentation
1651,Student1651,design patterns cross-browser testing
1652,Student1652,proxy servers big data
1653,Student1653,backend scada
1654,Student1654,fastapi autoML
1655,Student1655,feature engineering mocha
1656,Student1656,proxy servers oop
1657,Student1657,iot vmware
1658,Student1658,frontend jest
1659,Student1659,metasploit centos
1660,Student1660,ips scrum
1661,Student1661,sql firewall
1662,Student1662,django critical thinking
1663,Student1663,express tcp/ip
1664,Student1664,mechanical design soc
1665,Student1665,macos app store
1666,Student1666,sonarqube autoscaling
1667,Student1667,scrum ddos protection
1668,Student1668,tdd critical thinking
1669,Student1669,responsive design bootstrap
1670,Student1670,automation classification
1671,Student1671,express nextjs
1672,Student1672,prometheus svelte
1673,Student1673,helm hadoop
1674,Student1674,llm linux
1675,Student1675,frontend descriptive analytics
1676,Student1676,shell scripting fastapi
1677,Student1677,airflow windows server
1678,Student1678,web performance kubernetes
1679,Student1679,svelte scikit-learn
1680,Student1680,unit testing automation
1681,Student1681,metasploit research
1682,Student1682,image processing network security
1683,Student1683,ddos protection data modeling
1684,Student1684,intellij sonarqube
1685,Student1685,vscode html
1686,Student1686,arduino vite
1687,Student1687,unit testing bash scripting
1688,Student1688,reinforcement learning mobile security
1689,Student1689,docker data analysis
1690,Student1690,php electronics
1691,Student1691,ssl dimensionality reduction
1692,Student1692,scikit-learn ai ethics
1693,Student1693,frontend anomaly detection
1694,Student1694,s3 performance optimization
1695,Student1695,security application security
1696,Student1696,jest python
1697,Student1697,dns mlops
1698,Student1698,data modeling tailwind
1699,Student1699,data analysis data pipelines
1700,Student1700,nmap logging
1701,Student1701,team collaboration gitops
1702,Student1702,data pipelines nestjs
1703,Student1703,time series analysis lua
1704,Student1704,cybersecurity scrum
1705,Student1705,llm microservices
1706,Student1706,scikit-learn infrastructure as code
1707,Student1707,system design vhdl
1708,Student1708,ec2 bdd
1709,Student1709,deep learning autoML
1710,Student1710,communication systems new relic
1711,Student1711,vite image processing
1712,Student1712,database statistics
1713,Student1713,autoML vulnerability scanning
1714,Student1714,tls ips
1715,Student1715,cad modeling presentation
1716,Student1716,monday serverless
1717,Student1717,test automation nlp
1718,Student1718,proxy servers cypress
1719,Student1719,graphql webpack
1720,Student1720,generative ai graphql
1721,Student1721,kotlin model optimization
1722,Student1722,critical thinking google cloud
1723,Student1723,monday communication systems
1724,Student1724,rust web performance
1725,Student1725,speech recognition shell scripting
1726,Student1726,unit testing pandas
1727,Student1727,terraform process management
1728,Student1728,ansible tableau
1729,Student1729,speech recognition gitops
1730,Student1730,lua vscode
1731,Student1731,gitkraken eclipse
1732,Student1732,langchain web security
1733,Student1733,reinforcement learning openai api
1734,Student1734,etl autoML
1735,Student1735,svelte macos
1736,Student1736,statistics new relic
1737,Student1737,apache spark play store
1738,Student1738,linux unit testing
1739,Student1739,cad modeling troubleshooting
1740,Student1740,gitkraken encryption
1741,Student1741,openai api ansible
1742,Student1742,unit testing data modeling
1743,Student1743,mlops bootstrap
1744,Student1744,nosql gitlab ci
1745,Student1745,dotnet kanban
1746,Student1746,jenkins linux
1747,Student1747,css generative ai
1748,Student1748,virtualbox bdd
1749,Student1749,functional programming test automation
1750,Student1750,machine learning load balancing
1751,Student1751,predictive modeling swift
1752,Student1752,laravel ethical hacking
1753,Student1753,devops vscode
1754,Student1754,dns design patterns
1755,Student1755,tcp/ip predictive modeling
1756,Student1756,tableau application security
1757,Student1757,devops kubernetes
1758,Student1758,selenium proxy servers
1759,Student1759,azure seaborn
1760,Student1760,soc embedded systems
1761,Student1761,cross-browser testing keras
1762,Student1762,project management anomaly detection
1763,Student1763,azure cron jobs
1764,Student1764,lua information security
1765,Student1765,spring boot dotnet
1766,Student1766,r supervised learning
1767,Student1767,macos dotnet
1768,Student1768,python dhcp
1769,Student1769,dimensionality reduction gitkraken
1770,Student1770,troubleshooting helm
1771,Student1771,tableau terraform
1772,Student1772,system design github actions
1773,Student1773,ux storage management
1774,Student1774,vulnerability scanning svelte
1775,Student1775,matlab data labeling
1776,Student1776,ips supervised learning
1777,Student1777,kafka cron jobs
1778,Student1778,tls php
1779,Student1779,xcode dhcp
1780,Student1780,predictive modeling model deployment
1781,Student1781,plc power bi
1782,Student1782,serverless jenkins
1783,Student1783,electronics keras
1784,Student1784,solidworks kafka
1785,Student1785,matlab gitkraken
1786,Student1786,dhcp cron jobs
1787,Student1787,ruby route53
1788,Student1788,ruby vpn
1789,Student1789,release management visual studio
1790,Student1790,ids cross-browser testing
1791,Student1791,tableau recommendation systems
1792,Student1792,transfer learning s3
1793,Student1793,automation electronics
1794,Student1794,control systems docker
1795,Student1795,tailwind cloud architecture
1796,Student1796,git vpn
1797,Student1797,monday file systems
1798,Student1798,vulnerability scanning react native
1799,Student1799,babel excel
1800,Student1800,monday bootstrap
1801,Student1801,mobile ui nextjs
1802,Student1802,supervised learning storage management
1803,Student1803,slack route53
1804,Student1804,vite web performance
1805,Student1805,swift airflow
1806,Student1806,autocad redux
1807,Student1807,selenium kanban
1808,Student1808,vscode datadog
1809,Student1809,vhdl responsive design
1810,Student1810,zero trust gcp
1811,Student1811,airflow ddos protection
1812,Student1812,ai tcp/ip
1813,Student1813,autoML wireshark
1814,Student1814,pycharm c++
1815,Student1815,forensics data
1816,Student1816,unsupervised learning c
1817,Student1817,php powershell
1818,Student1818,metasploit miro
1819,Student1819,data warehousing redux
1820,Student1820,gitops route53
1821,Student1821,soc information security
1822,Student1822,unit testing web security
1823,Student1823,vpc cad modeling
1824,Student1824,keras cybersecurity
1825,Student1825,jira azure
1826,Student1826,simulation jira
1827,Student1827,bitbucket data pipelines
1828,Student1828,information security infrastructure as code
1829,Student1829,numpy incident response
1830,Student1830,full stack datadog
1831,Student1831,wireshark unsupervised learning
1832,Student1832,webpack nmap
1833,Student1833,chatbot electronics
1834,Student1834,probability bootstrap
1835,Student1835,prometheus time series analysis
1836,Student1836,mobile ui nextjs
1837,Student1837,gcp python
1838,Student1838,ui image processing
1839,Student1839,unsupervised learning proxmox
1840,Student1840,mechanical design angular
1841,Student1841,go ci/cd
1842,Student1842,power bi model deployment
1843,Student1843,windows server postman
1844,Student1844,forensics vhdl
1845,Student1845,c++ storage management
1846,Student1846,supervised learning cross-browser testing
1847,Student1847,kafka github actions
1848,Student1848,fastapi cad modeling
1849,Student1849,c++ vite
1850,Student1850,industrial automation azure
1851,Student1851,etl control systems
1852,Student1852,team collaboration information security
1853,Student1853,flask data analysis
1854,Student1854,test automation kanban
1855,Student1855,pycharm react native
1856,Student1856,helm html
1857,Student1857,research innovation
1858,Student1858,machine learning sql
1859,Student1859,file systems neural networks
1860,Student1860,anomaly detection vue
1861,Student1861,java (android) selenium
1862,Student1862,test automation robotics
1863,Student1863,miro integration testing
1864,Student1864,arduino vmware
1865,Student1865,predictive modeling vue
1866,Student1866,data preprocessing github actions
1867,Student1867,sass forensics
1868,Student1868,c++ serverless
1869,Student1869,kotlin hadoop
1870,Student1870,macos nlp
1871,Student1871,slack ux
1872,Student1872,mechanical design elasticsearch
1873,Student1873,model deployment in-app payments
1874,Student1874,powershell routing
1875,Student1875,eclipse mobile security
1876,Student1876,elasticsearch mobile ui
1877,Student1877,sass deep learning
1878,Student1878,team collaboration in-app payments
1879,Student1879,data wrangling image processing
1880,Student1880,pandas bash
1881,Student1881,presentation mechanical design
1882,Student1882,notion sonarqube
1883,Student1883,siem bash scripting
1884,Student1884,electronics monday
1885,Student1885,nestjs bash scripting
1886,Student1886,data modeling test automation
1887,Student1887,data modeling vite
1888,Student1888,data modeling grafana
1889,Student1889,github actions oop
1890,Student1890,mobile testing mlops
1891,Student1891,ddos protection nestjs
1892,Student1892,confluence virtualization
1893,Student1893,macos mlops
1894,Student1894,ssl matlab
1895,Student1895,recommendation systems monday
1896,Student1896,ux load balancing
1897,Student1897,kanban ids
1898,Student1898,problem solving web security
1899,Student1899,matplotlib swift
1900,Student1900,pycharm app store
1901,Student1901,verilog r
1902,Student1902,php data lakehouse
1903,Student1903,data analysis virtualbox
1904,Student1904,openai api feature engineering
1905,Student1905,postman ai
1906,Student1906,matlab automation
1907,Student1907,artifact registry laravel
1908,Student1908,scala ids
1909,Student1909,ips devops
1910,Student1910,seaborn network architecture
1911,Student1911,ui docker
1912,Student1912,integration testing kanban
1913,Student1913,prometheus cad modeling
1914,Student1914,swift flutter
1915,Student1915,dotnet big data
1916,Student1916,iot laravel
1917,Student1917,electronics data lakes
1918,Student1918,slack switching
1919,Student1919,html bash
1920,Student1920,route53 kanban
1921,Student1921,business intelligence matplotlib
1922,Student1922,model optimization business intelligence
1923,Student1923,redux xcode
1924,Student1924,arduino angular
1925,Student1925,chatbot bdd
1926,Student1926,c++ flutter
1927,Student1927,file systems team collaboration
1928,Student1928,s3 ethical hacking
1929,Student1929,routing prometheus
1930,Student1930,debugging in-app payments
1931,Student1931,xcode research
1932,Student1932,mechanical design virtualization
1933,Student1933,vulnerability scanning code review
1934,Student1934,communication systems data pipelines
1935,Student1935,data governance datadog
1936,Student1936,django file systems
1937,Student1937,regression microservices
1938,Student1938,team collaboration swift
1939,Student1939,hyperparameter tuning ansible
1940,Student1940,cloud raspberry pi
1941,Student1941,feature engineering vpc
1942,Student1942,airflow jenkins
1943,Student1943,software engineering xcode
1944,Student1944,performance optimization php
1945,Student1945,web security data analysis
1946,Student1946,api development seaborn
1947,Student1947,php problem solving
1948,Student1948,docker autoML
1949,Student1949,process management predictive analytics
1950,Student1950,design unsupervised learning
1951,Student1951,innovation scrum
1952,Student1952,spring boot tableau
1953,Student1953,design swift
1954,Student1954,image processing wireshark
1955,Student1955,ruby fastapi
1956,Student1956,laravel php
1957,Student1957,sql load balancing
1958,Student1958,code review project management
1959,Student1959,etl ci/cd
1960,Student1960,git backend
1961,Student1961,dart ai
1962,Student1962,integration testing eclipse
1963,Student1963,numpy laravel
1964,Student1964,azure tensorflow
1965,Student1965,r apache spark
1966,Student1966,kotlin raspberry pi
1967,Student1967,embedded systems kanban
1968,Student1968,code review process management
1969,Student1969,feature engineering java
1970,Student1970,mlops zero trust
1971,Student1971,scala s3
1972,Student1972,miro postman
1973,Student1973,ci/cd mobile ui
1974,Student1974,autocad terraform
1975,Student1975,process management automation
1976,Student1976,vpc industrial automation
1977,Student1977,system administration reinforcement learning
1978,Student1978,nextjs file systems
1979,Student1979,application security speech recognition
1980,Student1980,api performance optimization
1981,Student1981,descriptive analytics php
1982,Student1982,ruby kanban
1983,Student1983,computer vision elasticsearch
1984,Student1984,reinforcement learning ec2
1985,Student1985,data analysis critical thinking
1986,Student1986,gitlab dotnet
1987,Student1987,probability communication systems
1988,Student1988,java (android) mobile ui
1989,Student1989,svelte reinforcement learning
1990,Student1990,kotlin data warehousing
1991,Student1991,sql graphql
1992,Student1992,scikit-learn data governance
1993,Student1993,push notifications ci/cd
1994,Student1994,datadog tcp/ip
1995,Student1995,transfer learning scrum
1996,Student1996,version control kafka
1997,Student1997,nodejs ruby
1998,Student1998,llm ubuntu
1999,Student1999,release management mechanical design
2000,Student2000,postman cloud storage
2001,Student2001,proxmox s3
2002,Student2002,ux system administration
2003,Student2003,file systems functional programming
2004,Student2004,hyperparameter tuning bootstrap
2005,Student2005,feature engineering cloud architecture
2006,Student2006,mobile testing haskell
2007,Student2007,neural networks github
2008,Student2008,scrum keras
2009,Student2009,tls excel
2010,Student2010,data modeling css
2011,Student2011,tailwind data modeling
2012,Student2012,data pipelines network architecture
2013,Student2013,redux classification
2014,Student2014,bash scripting langchain
2015,Student2015,gcp metasploit
2016,Student2016,vmware fastapi
2017,Student2017,snowflake bash scripting
2018,Student2018,computer vision encryption
2019,Student2019,feature engineering vscode
2020,Student2020,transfer learning unit testing
2021,Student2021,aws shell scripting
2022,Student2022,data preprocessing ansible
2023,Student2023,integration testing elasticsearch
2024,Student2024,gitops design patterns
2025,Student2025,system monitoring network security
2026,Student2026,route53 gitlab ci
2027,Student2027,software engineering api integration
2028,Student2028,cloudfront redux
2029,Student2029,business intelligence mobile ui
2030,Student2030,version control bdd
2031,Student2031,flutter llm
2032,Student2032,vmware hyperparameter tuning
2033,Student2033,jira visual studio
2034,Student2034,plc seaborn
2035,Student2035,software architecture network architecture
2036,Student2036,ansible perl
2037,Student2037,javascript hyperparameter tuning
2038,Student2038,react native sql
2039,Student2039,kotlin cloud storage
2040,Student2040,software engineering autocad
2041,Student2041,snowflake clustering
2042,Student2042,verilog sql
2043,Student2043,airflow sql
2044,Student2044,data preprocessing api
2045,Student2045,communication systems css
2046,Student2046,route53 django
2047,Student2047,python dns
2048,Student2048,scada simulation
2049,Student2049,helm file systems
2050,Student2050,react api
2051,Student2051,gitops data analysis
2052,Student2052,eclipse communication systems
2053,Student2053,devops gitkraken
2054,Student2054,data mining gitlab
2055,Student2055,haskell grafana
2056,Student2056,intellij ethical hacking
2057,Student2057,webpack babel
2058,Student2058,cybersecurity dimensionality reduction
2059,Student2059,firewall storage management
2060,Student2060,rust windows server
2061,Student2061,robotics svelte
2062,Student2062,jest rust
2063,Student2063,pandas slack
2064,Student2064,vulnerability scanning confluence
2065,Student2065,nodejs ruby
2066,Student2066,business intelligence iot
2067,Student2067,information security serverless
2068,Student2068,lambda angular
2069,Student2069,ai ethics data pipelines
2070,Student2070,cloud architecture functional programming
2071,Student2071,test automation regression
2072,Student2072,storage management mocha
2073,Student2073,ux incident response
2074,Student2074,django huggingface
2075,Student2075,vpn pair programming
2076,Student2076,arduino supervised learning
2077,Student2077,huggingface mobile ui
2078,Student2078,bdd mobile testing
2079,Student2079,vhdl azure
2080,Student2080,dotnet selenium
2081,Student2081,trello ec2
2082,Student2082,html php
2083,Student2083,dns predictive analytics
2084,Student2084,dimensionality reduction websocket
2085,Student2085,chatbot api development
2086,Student2086,spring boot anomaly detection
2087,Student2087,statistics ci/cd
2088,Student2088,tdd chatbot
2089,Student2089,prometheus ux
2090,Student2090,matlab powershell
2091,Student2091,vpc eclipse
2092,Student2092,notion serverless
2093,Student2093,process management data wrangling
2094,Student2094,data control systems
2095,Student2095,rust file systems
2096,Student2096,matplotlib autocad
2097,Student2097,iot nextjs
2098,Student2098,model evaluation websocket
2099,Student2099,soc data
2100,Student2100,regression pytorch
2101,Student2101,autocad cloud storage
2102,Student2102,embedded systems perl
2103,Student2103,kubernetes langchain
2104,Student2104,matlab ruby
2105,Student2105,trello dart
2106,Student2106,cloud storage image processing
2107,Student2107,helm power bi
2108,Student2108,etl metasploit
2109,Student2109,api development responsive design
2110,Student2110,information security wireshark
2111,Student2111,push notifications etl
2112,Student2112,dimensionality reduction security
2113,Student2113,typescript kanban
2114,Student2114,kafka cross-browser testing
2115,Student2115,system administration frontend
2116,Student2116,prometheus vpn
2117,Student2117,prometheus mobile ui
2118,Student2118,vhdl api
2119,Student2119,route53 critical thinking
2120,Student2120,code review play store
2121,Student2121,react native prometheus
2122,Student2122,system administration presentation
2123,Student2123,nosql java
2124,Student2124,web performance sass
2125,Student2125,incident response vhdl
2126,Student2126,data governance snowflake
2127,Student2127,datadog play store
2128,Student2128,android studio agile
2129,Student2129,ids jenkins
2130,Student2130,speech recognition dart
2131,Student2131,powershell gitkraken
2132,Student2132,ubuntu data lakes
2133,Student2133,cryptography troubleshooting
2134,Student2134,application security javascript
2135,Student2135,kotlin scala
2136,Student2136,selenium predictive modeling
2137,Student2137,cloudfront file systems
2138,Student2138,gcp incident response
2139,Student2139,flutter data visualization
2140,Student2140,apache spark dhcp
2141,Student2141,switching ddos protection
2142,Student2142,load balancing web security
2143,Student2143,routing predictive analytics
2144,Student2144,bash dhcp
2145,Student2145,jest robotics
2146,Student2146,typescript prometheus
2147,Student2147,prometheus xcode
2148,Student2148,firebase autoscaling
2149,Student2149,feature engineering dart
2150,Student2150,elasticsearch tcp/ip
2151,Student2151,microservices laravel
2152,Student2152,nestjs mobile security
2153,Student2153,dimensionality reduction autoML
2154,Student2154,visual studio raspberry pi
2155,Student2155,splunk websocket
2156,Student2156,classification data mining
2157,Student2157,matplotlib spring boot
2158,Student2158,data lakehouse wireshark
2159,Student2159,devops encryption
2160,Student2160,postman monitoring
2161,Student2161,switching application security
2162,Student2162,docker desktop feature engineering
2163,Student2163,kanban full stack
2164,Student2164,gitlab api integration
2165,Student2165,ssl proxy servers
2166,Student2166,app store jenkins
2167,Student2167,encryption unsupervised learning
2168,Student2168,mobile security ci/cd
2169,Student2169,signal processing sql
2170,Student2170,rust deep learning
2171,Student2171,version control leadership
2172,Student2172,data governance raspberry pi
2173,Student2173,devops grafana
2174,Student2174,logging serverless
2175,Student2175,new relic php
2176,Student2176,gitkraken webpack
2177,Student2177,ux vite
2178,Student2178,cron jobs critical thinking
2179,Student2179,airflow image processing
2180,Student2180,huggingface communication systems
2181,Student2181,grafana sql
2182,Student2182,load balancing unit testing
2183,Student2183,responsive design snowflake
2184,Student2184,sql data analysis
2185,Student2185,agile matlab
2186,Student2186,c# helm
2187,Student2187,security xcode
2188,Student2188,ui github actions
2189,Student2189,data preprocessing scrum
2190,Student2190,test automation c#
2191,Student2191,speech recognition virtualization
2192,Student2192,cloudfront push notifications
2193,Student2193,data analysis matlab
2194,Student2194,keras cypress
2195,Student2195,vmware data visualization
2196,Student2196,perl feature engineering
2197,Student2197,vpn vmware
2198,Student2198,security excel
2199,Student2199,visual studio spring boot
2200,Student2200,database data warehousing
2201,Student2201,cloud nestjs
2202,Student2202,kotlin angular
2203,Student2203,web performance descriptive analytics
2204,Student2204,generative ai plc
2205,Student2205,tableau file systems
2206,Student2206,information security javascript
2207,Student2207,database prometheus
2208,Student2208,data visualization cron jobs
2209,Student2209,research prometheus
2210,Student2210,communication systems xcode
2211,Student2211,azure arduino
2212,Student2212,java (android) system design
2213,Student2213,neural networks data visualization
2214,Student2214,proxmox probability
2215,Student2215,openai api perl
2216,Student2216,cad modeling excel
2217,Student2217,design patterns svelte
2218,Student2218,data critical thinking
2219,Student2219,cron jobs big data
2220,Student2220,network architecture kotlin
2221,Student2221,cron jobs responsive design
2222,Student2222,chatbot notion
2223,Student2223,kotlin software architecture
2224,Student2224,supervised learning documentation
2225,Student2225,confluence google cloud
2226,Student2226,routing agile
2227,Student2227,mobile security macos
2228,Student2228,matlab sql
2229,Student2229,application security autocad
2230,Student2230,nodejs api integration
2231,Student2231,vulnerability scanning figma
2232,Student2232,powershell neural networks
2233,Student2233,postman django
2234,Student2234,swift matlab
2235,Student2235,svelte helm
2236,Student2236,shell scripting verilog
2237,Student2237,problem solving lua
2238,Student2238,design statistics
2239,Student2239,hyperparameter tuning javascript
2240,Student2240,api cross-browser testing
2241,Student2241,soc anomaly detection
2242,Student2242,file systems flutter
2243,Student2243,jest datadog
2244,Student2244,performance optimization swift
2245,Student2245,functional programming ubuntu
2246,Student2246,unsupervised learning swift
2247,Student2247,scala php
2248,Student2248,project management docker desktop
2249,Student2249,php sql
2250,Student2250,cybersecurity predictive modeling
2251,Student2251,recommendation systems debugging
2252,Student2252,software architecture pandas
2253,Student2253,langchain predictive modeling
2254,Student2254,zero trust predictive modeling
2255,Student2255,websocket cad modeling
2256,Student2256,slack flutter
2257,Student2257,design patterns sql
2258,Student2258,computer vision pytorch
2259,Student2259,serverless ssl
2260,Student2260,macos sass
2261,Student2261,matlab grafana
2262,Student2262,process management virtualization
2263,Student2263,airflow sql
2264,Student2264,zero trust virtualization
2265,Student2265,sql bootstrap
2266,Student2266,neural networks automation
2267,Student2267,elasticsearch hyperparameter tuning
2268,Student2268,serverless selenium
2269,Student2269,clustering metasploit
2270,Student2270,firebase data governance
2271,Student2271,tailwind matplotlib
2272,Student2272,typescript simulation
2273,Student2273,data lakehouse process management
2274,Student2274,load balancing bootstrap
2275,Student2275,feature engineering hadoop
2276,Student2276,gitops selenium
2277,Student2277,proxy servers docker desktop
2278,Student2278,data pipelines vscode
2279,Student2279,frontend microservices
2280,Student2280,angular communication systems
2281,Student2281,tcp/ip nextjs
2282,Student2282,design patterns load balancing
2283,Student2283,ci/cd image processing
2284,Student2284,ui security
2285,Student2285,sonarqube classification
2286,Student2286,classification generative ai
2287,Student2287,database postman
2288,Student2288,chatbot logging
2289,Student2289,frontend simulation
2290,Student2290,lua load balancing
2291,Student2291,model deployment ips
2292,Student2292,github actions in-app payments
2293,Student2293,artifact registry unsupervised learning
2294,Student2294,typescript github actions
2295,Student2295,switching storage management
2296,Student2296,s3 css
2297,Student2297,cloud storage vite
2298,Student2298,airflow raspberry pi
2299,Student2299,scala route53
2300,Student2300,logging svelte
2301,Student2301,data lakehouse cron jobs
2302,Student2302,vpc tableau
2303,Student2303,pandas api
2304,Student2304,data visualization notion
2305,Student2305,data mining business intelligence
2306,Student2306,html tdd
2307,Student2307,react accessibility
2308,Student2308,mlops langchain
2309,Student2309,web security graphql
2310,Student2310,dart tailwind
2311,Student2311,app store mocha
2312,Student2312,hyperparameter tuning s3
2313,Student2313,mobile security lambda
2314,Student2314,ai ethics nestjs
2315,Student2315,api development gitlab
2316,Student2316,model optimization git
2317,Student2317,big data communication systems
2318,Student2318,unsupervised learning scrum
2319,Student2319,information security load balancing
2320,Student2320,postman zero trust
2321,Student2321,docker prometheus
2322,Student2322,vulnerability scanning cypress
2323,Student2323,jira etl
2324,Student2324,forensics langchain
2325,Student2325,jenkins ips
2326,Student2326,git infrastructure as code
2327,Student2327,model deployment helm
2328,Student2328,route53 mobile testing
2329,Student2329,windows server version control
2330,Student2330,tensorflow c#
2331,Student2331,asp.net ansible
2332,Student2332,route53 data mining
2333,Student2333,system design system administration
2334,Student2334,ddos protection typescript
2335,Student2335,tailwind shell scripting
2336,Student2336,data ansible
2337,Student2337,sql data modeling
2338,Student2338,linux openai api
2339,Student2339,ssl vector databases
2340,Student2340,ec2 miro
2341,Student2341,scrum electronics
2342,Student2342,matlab ethical hacking
2343,Student2343,lua react native
2344,Student2344,soc bootstrap
2345,Student2345,ddos protection data visualization
2346,Student2346,keras ai ethics
2347,Student2347,vector databases cloud architecture
2348,Student2348,notion push notifications
2349,Student2349,cross-browser testing matplotlib
2350,Student2350,nestjs network architecture
2351,Student2351,pytorch big data
2352,Student2352,cloud prometheus
2353,Student2353,forensics firebase
2354,Student2354,big data sql
2355,Student2355,iot macos
2356,Student2356,virtualization go
2357,Student2357,encryption predictive analytics
2358,Student2358,react plc
2359,Student2359,grafana problem solving
2360,Student2360,kotlin proxy servers
2361,Student2361,miro security
2362,Student2362,cloudfront numpy
2363,Student2363,debugging gitops
2364,Student2364,siem verilog
2365,Student2365,soc performance optimization
2366,Student2366,kubernetes arduino
2367,Student2367,vmware problem solving
2368,Student2368,helm recommendation systems
2369,Student2369,seaborn notion
2370,Student2370,system monitoring gitops
2371,Student2371,sonarqube team collaboration
2372,Student2372,aws data visualization
2373,Student2373,hadoop bootstrap
2374,Student2374,html vmware
2375,Student2375,jira data lakehouse
2376,Student2376,java (android) github
2377,Student2377,webpack hadoop
2378,Student2378,model optimization artifact registry
2379,Student2379,siem classification
2380,Student2380,file systems electronics
2381,Student2381,ec2 neural networks
2382,Student2382,jenkins angular
2383,Student2383,reinforcement learning anomaly detection
2384,Student2384,image processing flask
2385,Student2385,cron jobs ux
2386,Student2386,c scada
2387,Student2387,anomaly detection matlab
2388,Student2388,mobile security laravel
2389,Student2389,problem solving trello
2390,Student2390,vpn data wrangling
2391,Student2391,python kotlin
2392,Student2392,database model deployment
2393,Student2393,automation electronics
2394,Student2394,responsive design nestjs
2395,Student2395,vector databases cross-browser testing
2396,Student2396,plc websocket
2397,Student2397,graphql zero trust
2398,Student2398,sql jest
2399,Student2399,network architecture html
2400,Student2400,mobile security ethical hacking
2401,Student2401,gitkraken cloud storage
2402,Student2402,java (android) cypress
2403,Student2403,zero trust test automation
2404,Student2404,postman grafana
2405,Student2405,artifact registry responsive design
2406,Student2406,figma full stack
2407,Student2407,docker postman
2408,Student2408,ai llm
2409,Student2409,design patterns github
2410,Student2410,version control kotlin
2411,Student2411,speech recognition mlops
2412,Student2412,data mining business intelligence
2413,Student2413,fastapi ci/cd
2414,Student2414,application security java
